Date,Type,Name,Start,End,Duration
25/03/16,move,walking,2016-03-25T14:54:17Z,2016-03-25T14:59:15Z,298
25/03/16,place,Place in Complexo Desportivo da Tocha,2016-03-25T14:59:16Z,2016-03-25T15:38:31Z,2355
25/03/16,move,walking,2016-03-25T15:38:31Z,2016-03-25T15:45:30Z,419
25/03/16,place,Place in Complexo Desportivo da Tocha,2016-03-25T15:45:31Z,2016-03-25T15:52:00Z,389
25/03/16,move,transport,2016-03-25T15:52:00Z,2016-03-25T15:58:52Z,412
25/03/16,place,Place in Complexo Desportivo da Tocha,2016-03-25T15:58:53Z,2016-03-25T16:54:32Z,3339
25/03/16,move,walking,2016-03-25T16:54:32Z,2016-03-25T17:09:37Z,905
25/03/16,place,Place in Portugal,2016-03-25T17:09:37Z,2016-03-25T17:22:42Z,785
25/03/16,place,Place in Complexo Desportivo da Tocha,2016-03-25T17:22:42Z,2016-03-25T18:00:20Z,2258
25/03/16,move,transport,2016-03-25T18:00:20Z,2016-03-25T18:40:27Z,2407
25/03/16,place,HOME,2016-03-25T18:40:28Z,2016-03-26T00:00:00Z,19172
26/03/16,place,HOME,2016-03-26T00:00:00Z,2016-03-26T13:54:23Z,50063
26/03/16,move,transport,2016-03-26T13:54:23Z,2016-03-26T14:41:12Z,2809
26/03/16,place,Place in Portugal,2016-03-26T14:41:12Z,2016-03-26T17:13:47Z,9155
26/03/16,move,transport,2016-03-26T17:13:47Z,2016-03-26T17:18:48Z,301
26/03/16,place,Place in Portugal,2016-03-26T17:18:49Z,2016-03-26T18:16:55Z,3486
26/03/16,move,walking,2016-03-26T18:16:55Z,2016-03-26T18:21:13Z,258
26/03/16,move,transport,2016-03-26T18:21:13Z,2016-03-26T18:42:29Z,1276
26/03/16,place,Place in Portugal,2016-03-26T18:42:29Z,2016-03-26T18:52:25Z,596
26/03/16,move,transport,2016-03-26T18:52:25Z,2016-03-26T19:22:30Z,1805
26/03/16,place,Munich-2 (Marisqueira),2016-03-26T19:22:31Z,2016-03-26T20:42:27Z,4796
26/03/16,move,transport,2016-03-26T20:42:27Z,2016-03-26T20:46:24Z,237
26/03/16,place,HOME,2016-03-26T20:46:39Z,2016-03-27T00:00:00Z,11601
27/03/16,place,HOME,2016-03-27T00:00:00Z,2016-03-27T09:12:25+01:00,29545
27/03/16,move,transport,2016-03-27T09:12:25+01:00,2016-03-27T09:15:11+01:00,166
27/03/16,place,Place in Portugal,2016-03-27T09:15:34+01:00,2016-03-27T09:24:19+01:00,525
27/03/16,move,transport,2016-03-27T09:24:19+01:00,2016-03-27T11:10:05+01:00,6346
27/03/16,place,Jumbo,2016-03-27T11:10:05+01:00,2016-03-27T11:43:23+01:00,1998
27/03/16,move,transport,2016-03-27T11:43:23+01:00,2016-03-27T11:50:24+01:00,421
27/03/16,place,Jumbo - Estação de Serviço,2016-03-27T11:50:25+01:00,2016-03-27T12:00:06+01:00,581
27/03/16,move,transport,2016-03-27T12:00:06+01:00,2016-03-27T12:06:45+01:00,399
27/03/16,place,HOME,2016-03-27T12:06:45+01:00,2016-03-27T12:18:02+01:00,677
27/03/16,place,Place in Sernadelo,2016-03-27T14:11:37+01:00,2016-03-27T16:02:27+01:00,6650
27/03/16,move,transport,2016-03-27T16:02:27+01:00,2016-03-27T17:00:54+01:00,3507
27/03/16,place,Place in Portugal,2016-03-27T17:00:54+01:00,2016-03-27T17:17:08+01:00,974
27/03/16,move,transport,2016-03-27T17:17:08+01:00,2016-03-27T17:37:59+01:00,1251
27/03/16,place,Place in Portugal,2016-03-27T17:48:52+01:00,2016-03-28T00:00:00+01:00,22268
28/03/16,place,Place in Portugal,2016-03-28T00:00:00+01:00,2016-03-28T08:24:09+01:00,30249
28/03/16,move,transport,2016-03-28T08:24:09+01:00,2016-03-28T08:31:34+01:00,445
28/03/16,place,IPN TecBis,2016-03-28T08:31:50+01:00,2016-03-28T12:48:24+01:00,15394
28/03/16,move,transport,2016-03-28T12:48:24+01:00,2016-03-28T12:51:20+01:00,176
28/03/16,place,DEI,2016-03-28T12:51:21+01:00,2016-03-28T13:07:13+01:00,952
28/03/16,move,transport,2016-03-28T13:07:13+01:00,2016-03-28T13:09:20+01:00,127
28/03/16,move,walking,2016-03-28T13:09:21+01:00,2016-03-28T13:11:28+01:00,127
28/03/16,move,transport,2016-03-28T13:11:29+01:00,2016-03-28T13:18:39+01:00,430
28/03/16,place,Rei dos Frangos,2016-03-28T13:18:40+01:00,2016-03-28T13:58:38+01:00,2398
28/03/16,move,transport,2016-03-28T13:58:38+01:00,2016-03-28T14:04:38+01:00,360
28/03/16,move,walking,2016-03-28T14:04:38+01:00,2016-03-28T14:06:50+01:00,132
28/03/16,place,DEI,2016-03-28T14:06:50+01:00,2016-03-28T16:56:23+01:00,10173
28/03/16,move,transport,2016-03-28T16:56:23+01:00,2016-03-28T17:04:51+01:00,508
28/03/16,place,HOME,2016-03-28T17:04:51+01:00,2016-03-28T17:38:10+01:00,1999
28/03/16,move,transport,2016-03-28T17:38:10+01:00,2016-03-28T17:49:29+01:00,679
28/03/16,place,N10 - Futebol Indoor,2016-03-28T17:49:30+01:00,2016-03-28T19:15:38+01:00,5168
28/03/16,move,transport,2016-03-28T19:15:38+01:00,2016-03-28T19:31:16+01:00,938
28/03/16,move,walking,2016-03-28T19:31:16+01:00,2016-03-28T19:33:46+01:00,150
28/03/16,place,HOME,2016-03-28T19:33:46+01:00,2016-03-29T00:00:00+01:00,15974
29/03/16,place,HOME,2016-03-29T00:00:00+01:00,2016-03-29T08:32:49+01:00,30769
29/03/16,move,transport,2016-03-29T08:32:49+01:00,2016-03-29T08:40:57+01:00,488
29/03/16,place,DEI,2016-03-29T08:40:57+01:00,2016-03-29T13:15:14+01:00,16457
29/03/16,move,walking,2016-03-29T13:15:14+01:00,2016-03-29T13:25:04+01:00,590
29/03/16,place,Place in Pólo II da Universidade de Coimbra - Polo II,2016-03-29T13:25:04+01:00,2016-03-29T14:32:36+01:00,4052
29/03/16,move,walking,2016-03-29T14:32:36+01:00,2016-03-29T14:39:19+01:00,403
29/03/16,place,Place in Rua Sílvio Lima,2016-03-29T14:39:19+01:00,2016-03-29T16:40:56+01:00,7297
29/03/16,move,walking,2016-03-29T16:40:56+01:00,2016-03-29T16:44:24+01:00,208
29/03/16,place,Place in Cantina do Polo II,2016-03-29T16:44:25+01:00,2016-03-29T16:46:35+01:00,130
29/03/16,place,Place in Cantina do Polo II,2016-03-29T16:46:35+01:00,2016-03-29T16:47:06+01:00,31
29/03/16,move,walking,2016-03-29T16:47:06+01:00,2016-03-29T16:51:15+01:00,249
29/03/16,place,Edifício FCTUC polo II,2016-03-29T16:51:15+01:00,2016-03-29T19:30:57+01:00,9582
29/03/16,move,transport,2016-03-29T19:30:57+01:00,2016-03-29T19:41:14+01:00,617
29/03/16,place,HOME,2016-03-29T19:41:14+01:00,2016-03-30T00:00:00+01:00,15526
30/03/16,place,HOME,2016-03-30T00:00:00+01:00,2016-03-30T08:26:58+01:00,30418
30/03/16,move,transport,2016-03-30T08:26:58+01:00,2016-03-30T08:37:02+01:00,604
30/03/16,move,walking,2016-03-30T08:37:02+01:00,2016-03-30T08:40:06+01:00,184
30/03/16,place,DEI,2016-03-30T08:40:07+01:00,2016-03-30T18:58:15+01:00,37088
30/03/16,move,transport,2016-03-30T18:58:15+01:00,2016-03-30T19:08:04+01:00,589
30/03/16,place,HOME,2016-03-30T19:08:04+01:00,2016-03-31T00:00:00+01:00,17516
31/03/16,place,HOME,2016-03-31T00:00:00+01:00,2016-03-31T08:40:24+01:00,31224
31/03/16,move,transport,2016-03-31T08:40:24+01:00,2016-03-31T08:46:50+01:00,386
31/03/16,place,IPN,2016-03-31T08:46:50+01:00,2016-03-31T10:16:15+01:00,5365
31/03/16,move,walking,2016-03-31T10:16:15+01:00,2016-03-31T10:35:39+01:00,1164
31/03/16,place,DEI,2016-03-31T10:35:39+01:00,2016-03-31T12:58:45+01:00,8586
31/03/16,move,walking,2016-03-31T12:58:45+01:00,2016-03-31T13:37:37+01:00,2332
31/03/16,place,DEI,2016-03-31T13:37:37+01:00,2016-03-31T14:13:04+01:00,2127
31/03/16,move,walking,2016-03-31T14:13:04+01:00,2016-03-31T14:15:31+01:00,147
31/03/16,place,Edifício FCTUC polo II,2016-03-31T14:15:31+01:00,2016-03-31T14:37:27+01:00,1316
31/03/16,move,walking,2016-03-31T14:37:27+01:00,2016-03-31T14:42:53+01:00,326
31/03/16,place,Place in Pólo II da Universidade de Coimbra - Polo II,2016-03-31T14:42:54+01:00,2016-03-31T16:56:03+01:00,7989
31/03/16,move,walking,2016-03-31T16:56:03+01:00,2016-03-31T17:09:21+01:00,798
31/03/16,move,transport,2016-03-31T17:09:21+01:00,2016-03-31T17:20:09+01:00,648
31/03/16,place,HOME,2016-03-31T17:20:10+01:00,2016-03-31T17:31:20+01:00,670
31/03/16,move,walking,2016-03-31T17:32:57+01:00,2016-03-31T17:33:53+01:00,56
31/03/16,move,transport,2016-03-31T17:33:54+01:00,2016-03-31T17:56:16+01:00,1342
31/03/16,move,walking,2016-03-31T17:56:16+01:00,2016-03-31T17:59:22+01:00,186
31/03/16,place,Forum Coimbra,2016-03-31T17:59:22+01:00,2016-03-31T19:02:09+01:00,3767
31/03/16,move,transport,2016-03-31T19:02:09+01:00,2016-03-31T19:31:24+01:00,1755
31/03/16,place,HOME,2016-03-31T19:32:29+01:00,2016-04-01T00:00:00+01:00,16051
01/04/16,place,HOME,2016-04-01T00:00:00+01:00,2016-04-01T08:28:33+01:00,30513
01/04/16,move,transport,2016-04-01T08:28:33+01:00,2016-04-01T08:40:11+01:00,698
01/04/16,move,walking,2016-04-01T08:40:11+01:00,2016-04-01T08:43:45+01:00,214
01/04/16,place,DEI,2016-04-01T08:43:46+01:00,2016-04-01T13:36:41+01:00,17575
01/04/16,move,walking,2016-04-01T13:36:41+01:00,2016-04-01T14:03:29+01:00,1608
01/04/16,place,DEI,2016-04-01T14:03:29+01:00,2016-04-01T17:54:33+01:00,13864
01/04/16,move,walking,2016-04-01T17:54:33+01:00,2016-04-01T18:10:27+01:00,954
01/04/16,place,Place in Portugal,2016-04-01T18:10:28+01:00,2016-04-01T18:16:12+01:00,344
01/04/16,move,walking,2016-04-01T18:16:12+01:00,2016-04-01T18:37:00+01:00,1248
01/04/16,place,DEI,2016-04-01T18:37:01+01:00,2016-04-01T21:08:05+01:00,9064
01/04/16,move,transport,2016-04-01T21:08:05+01:00,2016-04-01T21:19:38+01:00,693
01/04/16,move,walking,2016-04-01T21:19:39+01:00,2016-04-01T21:22:19+01:00,160
01/04/16,place,HOME,2016-04-01T21:22:19+01:00,2016-04-02T00:00:00+01:00,9461
02/04/16,place,HOME,2016-04-02T00:00:00+01:00,2016-04-02T09:54:38+01:00,35678
02/04/16,move,transport,2016-04-02T09:54:38+01:00,2016-04-02T10:18:49+01:00,1451
02/04/16,move,walking,2016-04-02T10:18:49+01:00,2016-04-02T10:21:21+01:00,152
02/04/16,place,HOME,2016-04-02T10:21:22+01:00,2016-04-02T11:55:56+01:00,5674
02/04/16,move,transport,2016-04-02T11:55:56+01:00,2016-04-02T12:05:36+01:00,580
02/04/16,place,N10 - Futebol Indoor,2016-04-02T12:05:37+01:00,2016-04-02T12:30:32+01:00,1495
02/04/16,move,transport,2016-04-02T12:30:32+01:00,2016-04-02T12:40:59+01:00,627
02/04/16,place,HOME,2016-04-02T12:40:59+01:00,2016-04-02T13:59:42+01:00,4723
02/04/16,move,transport,2016-04-02T13:59:42+01:00,2016-04-02T14:10:01+01:00,619
02/04/16,move,walking,2016-04-02T14:10:01+01:00,2016-04-02T14:13:33+01:00,212
02/04/16,place,DEI,2016-04-02T14:13:34+01:00,2016-04-02T17:48:53+01:00,12919
02/04/16,move,walking,2016-04-02T17:48:53+01:00,2016-04-02T18:00:15+01:00,682
02/04/16,place,Edifício FCTUC polo II,2016-04-02T18:00:15+01:00,2016-04-02T19:16:10+01:00,4555
02/04/16,move,transport,2016-04-02T19:16:10+01:00,2016-04-02T19:24:13+01:00,483
02/04/16,place,HOME,2016-04-02T19:24:14+01:00,2016-04-02T19:54:04+01:00,1790
02/04/16,move,transport,2016-04-02T19:54:04+01:00,2016-04-02T20:07:48+01:00,824
02/04/16,place,Place in Portugal,2016-04-02T20:07:48+01:00,2016-04-03T00:00:00+01:00,13932
03/04/16,place,Place in Portugal,2016-04-03T00:00:00+01:00,2016-04-03T00:11:01+01:00,661
03/04/16,move,transport,2016-04-03T00:11:01+01:00,2016-04-03T00:20:18+01:00,557
03/04/16,place,HOME,2016-04-03T00:20:36+01:00,2016-04-03T08:04:25+01:00,27829
03/04/16,move,transport,2016-04-03T08:04:25+01:00,2016-04-03T08:11:39+01:00,434
03/04/16,move,walking,2016-04-03T08:11:40+01:00,2016-04-03T08:14:52+01:00,192
03/04/16,place,DEI,2016-04-03T08:14:53+01:00,2016-04-03T11:02:11+01:00,10038
03/04/16,move,walking,2016-04-03T11:02:11+01:00,2016-04-03T11:40:42+01:00,2311
03/04/16,place,Edifício FCTUC polo II,2016-04-03T11:40:43+01:00,2016-04-03T13:41:57+01:00,7274
03/04/16,move,transport,2016-04-03T13:41:57+01:00,2016-04-03T13:58:33+01:00,996
03/04/16,place,Café/Cervejaria Koala,2016-04-03T13:58:34+01:00,2016-04-03T14:08:49+01:00,615
03/04/16,place,Eurotrópico,2016-04-03T14:08:49+01:00,2016-04-03T15:56:52+01:00,6483
03/04/16,move,transport,2016-04-03T15:56:52+01:00,2016-04-03T16:08:03+01:00,671
03/04/16,place,DEI,2016-04-03T16:08:04+01:00,2016-04-03T18:47:40+01:00,9576
03/04/16,move,walking,2016-04-03T18:47:40+01:00,2016-04-03T19:13:20+01:00,1540
03/04/16,move,transport,2016-04-03T19:13:20+01:00,2016-04-03T19:25:50+01:00,750
03/04/16,move,walking,2016-04-03T19:25:51+01:00,2016-04-03T19:27:55+01:00,124
03/04/16,place,HOME,2016-04-03T19:27:55+01:00,2016-04-04T00:00:00+01:00,16325
04/04/16,place,HOME,2016-04-04T00:00:00+01:00,2016-04-04T08:20:52+01:00,30052
04/04/16,place,HOME,2016-04-04T08:34:04+01:00,2016-04-04T11:44:58+01:00,11454
04/04/16,move,transport,2016-04-04T11:44:58+01:00,2016-04-04T11:52:36+01:00,458
04/04/16,place,IPN TecBis,2016-04-04T11:52:37+01:00,2016-04-04T16:50:08+01:00,17851
04/04/16,move,walking,2016-04-04T16:50:08+01:00,2016-04-04T16:55:13+01:00,305
04/04/16,place,IPN TecBis,2016-04-04T16:55:13+01:00,2016-04-04T17:24:00+01:00,1727
04/04/16,move,transport,2016-04-04T17:24:00+01:00,2016-04-04T17:57:45+01:00,2025
04/04/16,move,walking,2016-04-04T17:57:45+01:00,2016-04-04T18:00:54+01:00,189
04/04/16,place,Forum Coimbra,2016-04-04T18:00:54+01:00,2016-04-04T18:32:29+01:00,1895
04/04/16,move,walking,2016-04-04T18:32:29+01:00,2016-04-04T18:37:34+01:00,305
04/04/16,place,Forum Coimbra,2016-04-04T18:37:35+01:00,2016-04-04T19:03:59+01:00,1584
04/04/16,move,transport,2016-04-04T19:03:59+01:00,2016-04-04T19:25:09+01:00,1270
04/04/16,place,HOME,2016-04-04T19:25:10+01:00,2016-04-05T00:00:00+01:00,16490
05/04/16,place,HOME,2016-04-05T00:00:00+01:00,2016-04-05T08:01:27+01:00,28887
05/04/16,move,transport,2016-04-05T08:01:27+01:00,2016-04-05T08:13:27+01:00,720
05/04/16,move,walking,2016-04-05T08:13:27+01:00,2016-04-05T08:32:36+01:00,1149
05/04/16,place,DEI,2016-04-05T08:32:37+01:00,2016-04-05T12:03:31+01:00,12654
05/04/16,move,walking,2016-04-05T12:03:31+01:00,2016-04-05T12:39:17+01:00,2146
05/04/16,place,Munich-2 (Marisqueira),2016-04-05T12:39:17+01:00,2016-04-05T13:34:55+01:00,3338
05/04/16,move,walking,2016-04-05T13:34:55+01:00,2016-04-05T14:07:11+01:00,1936
05/04/16,place,DEI,2016-04-05T14:07:12+01:00,2016-04-05T15:43:46+01:00,5794
05/04/16,move,walking,2016-04-05T15:43:46+01:00,2016-04-05T15:47:51+01:00,245
05/04/16,place,DEM,2016-04-05T15:47:51+01:00,2016-04-05T16:26:36+01:00,2325
05/04/16,move,walking,2016-04-05T16:26:36+01:00,2016-04-05T16:33:27+01:00,411
05/04/16,place,DEI,2016-04-05T16:33:27+01:00,2016-04-05T19:35:14+01:00,10907
05/04/16,move,walking,2016-04-05T19:35:14+01:00,2016-04-05T19:48:23+01:00,789
05/04/16,move,transport,2016-04-05T19:48:24+01:00,2016-04-05T20:01:54+01:00,810
05/04/16,move,walking,2016-04-05T20:01:54+01:00,2016-04-05T20:03:57+01:00,123
05/04/16,place,HOME,2016-04-05T20:03:58+01:00,2016-04-06T00:00:00+01:00,14162
06/04/16,place,HOME,2016-04-06T00:00:00+01:00,2016-04-06T08:15:43+01:00,29743
06/04/16,move,walking,2016-04-06T08:15:43+01:00,2016-04-06T08:20:29+01:00,286
06/04/16,place,Solum,2016-04-06T08:20:30+01:00,2016-04-06T08:29:11+01:00,521
06/04/16,move,transport,2016-04-06T08:29:11+01:00,2016-04-06T08:39:32+01:00,621
06/04/16,move,walking,2016-04-06T08:39:32+01:00,2016-04-06T08:42:33+01:00,181
06/04/16,place,DEI,2016-04-06T08:42:34+01:00,2016-04-06T13:06:47+01:00,15853
06/04/16,move,transport,2016-04-06T13:06:47+01:00,2016-04-06T13:23:15+01:00,988
06/04/16,place,Cervejaria Munich,2016-04-06T13:23:15+01:00,2016-04-06T13:32:54+01:00,579
06/04/16,move,transport,2016-04-06T13:32:54+01:00,2016-04-06T13:40:55+01:00,481
06/04/16,place,Cervejaria Munich,2016-04-06T13:40:55+01:00,2016-04-06T14:43:07+01:00,3732
06/04/16,move,transport,2016-04-06T14:43:07+01:00,2016-04-06T14:50:24+01:00,437
06/04/16,place,DEI,2016-04-06T14:50:25+01:00,2016-04-06T20:39:51+01:00,20966
06/04/16,move,walking,2016-04-06T20:39:51+01:00,2016-04-06T21:12:10+01:00,1939
06/04/16,move,transport,2016-04-06T21:12:10+01:00,2016-04-06T21:20:55+01:00,525
06/04/16,place,HOME,2016-04-06T21:22:47+01:00,2016-04-07T00:00:00+01:00,9433
07/04/16,place,HOME,2016-04-07T00:00:00+01:00,2016-04-07T08:11:33+01:00,29493
07/04/16,move,transport,2016-04-07T08:11:33+01:00,2016-04-07T08:21:28+01:00,595
07/04/16,move,walking,2016-04-07T08:21:28+01:00,2016-04-07T08:36:45+01:00,917
07/04/16,place,DEI,2016-04-07T08:36:46+01:00,2016-04-07T12:41:30+01:00,14684
07/04/16,move,walking,2016-04-07T12:41:30+01:00,2016-04-07T13:16:17+01:00,2087
07/04/16,place,DEI,2016-04-07T13:16:18+01:00,2016-04-07T15:17:29+01:00,7271
07/04/16,move,transport,2016-04-07T15:17:29+01:00,2016-04-07T15:27:21+01:00,592
07/04/16,place,HOME,2016-04-07T15:27:21+01:00,2016-04-07T17:33:04+01:00,7543
07/04/16,move,transport,2016-04-07T17:33:04+01:00,2016-04-07T17:48:36+01:00,932
07/04/16,place,N10 - Futebol Indoor,2016-04-07T17:48:37+01:00,2016-04-07T17:57:20+01:00,523
07/04/16,move,transport,2016-04-07T17:57:20+01:00,2016-04-07T18:09:22+01:00,722
07/04/16,place,Forum Coimbra,2016-04-07T18:09:22+01:00,2016-04-07T19:05:02+01:00,3340
07/04/16,move,walking,2016-04-07T19:05:02+01:00,2016-04-07T19:11:08+01:00,366
07/04/16,move,transport,2016-04-07T19:11:08+01:00,2016-04-07T19:34:35+01:00,1407
07/04/16,place,HOME,2016-04-07T19:34:35+01:00,2016-04-08T00:00:00+01:00,15925
08/04/16,place,HOME,2016-04-08T00:00:00+01:00,2016-04-08T08:20:42+01:00,30042
08/04/16,move,walking,2016-04-08T08:20:42+01:00,2016-04-08T08:55:31+01:00,2089
08/04/16,place,DEI,2016-04-08T08:55:32+01:00,2016-04-08T13:31:21+01:00,16549
08/04/16,move,walking,2016-04-08T13:31:21+01:00,2016-04-08T14:02:41+01:00,1880
08/04/16,place,DEI,2016-04-08T14:02:41+01:00,2016-04-08T16:59:20+01:00,10599
08/04/16,move,transport,2016-04-08T16:59:20+01:00,2016-04-08T17:35:15+01:00,2155
08/04/16,place,British Council,2016-04-08T17:35:15+01:00,2016-04-08T18:42:54+01:00,4059
08/04/16,move,transport,2016-04-08T18:42:54+01:00,2016-04-08T18:47:25+01:00,271
08/04/16,place,Afonso,2016-04-08T18:47:26+01:00,2016-04-08T19:21:56+01:00,2070
08/04/16,move,transport,2016-04-08T19:21:56+01:00,2016-04-08T19:25:38+01:00,222
08/04/16,place,British Council,2016-04-08T19:26:17+01:00,2016-04-08T20:24:26+01:00,3489
08/04/16,move,transport,2016-04-08T20:24:26+01:00,2016-04-08T20:29:01+01:00,275
08/04/16,place,HOME,2016-04-08T20:29:02+01:00,2016-04-09T00:00:00+01:00,12658
09/04/16,place,HOME,2016-04-09T00:00:00+01:00,2016-04-09T12:56:42+01:00,46602
09/04/16,move,transport,2016-04-09T12:56:42+01:00,2016-04-09T13:10:42+01:00,840
09/04/16,place,WeShape,2016-04-09T13:10:42+01:00,2016-04-09T13:22:31+01:00,709
09/04/16,move,transport,2016-04-09T13:22:31+01:00,2016-04-09T13:35:27+01:00,776
09/04/16,place,HOME,2016-04-09T13:35:27+01:00,2016-04-09T14:26:43+01:00,3076
09/04/16,move,transport,2016-04-09T14:26:43+01:00,2016-04-09T14:32:20+01:00,337
09/04/16,place,Expl Sofia,2016-04-09T14:32:20+01:00,2016-04-09T16:21:58+01:00,6578
09/04/16,move,transport,2016-04-09T16:21:58+01:00,2016-04-09T16:23:06+01:00,68
09/04/16,place,Solum,2016-04-09T16:23:06+01:00,2016-04-09T17:44:53+01:00,4907
09/04/16,move,walking,2016-04-09T17:44:53+01:00,2016-04-09T17:48:20+01:00,207
09/04/16,place,HOME,2016-04-09T17:48:20+01:00,2016-04-09T18:27:13+01:00,2333
09/04/16,move,transport,2016-04-09T18:27:13+01:00,2016-04-09T18:34:50+01:00,457
09/04/16,place,Jumbo,2016-04-09T18:34:50+01:00,2016-04-09T19:31:23+01:00,3393
09/04/16,move,walking,2016-04-09T19:31:23+01:00,2016-04-09T20:04:29+01:00,1986
09/04/16,place,HOME,2016-04-09T20:04:29+01:00,2016-04-10T00:00:00+01:00,14131
10/04/16,place,HOME,2016-04-10T00:00:00+01:00,2016-04-10T09:27:32+01:00,34052
10/04/16,move,transport,2016-04-10T09:27:32+01:00,2016-04-10T09:29:57+01:00,145
10/04/16,place,Moinho Velho,2016-04-10T09:30:22+01:00,2016-04-10T10:40:02+01:00,4180
10/04/16,move,transport,2016-04-10T10:40:02+01:00,2016-04-10T11:00:09+01:00,1207
10/04/16,place,HOME,2016-04-10T11:00:41+01:00,2016-04-10T18:06:54+01:00,25573
10/04/16,move,walking,2016-04-10T18:06:54+01:00,2016-04-10T18:33:36+01:00,1602
10/04/16,place,HOME,2016-04-10T18:33:37+01:00,2016-04-11T00:00:00+01:00,19583
11/04/16,place,HOME,2016-04-11T00:00:00+01:00,2016-04-11T08:23:55+01:00,30235
11/04/16,move,transport,2016-04-11T08:23:55+01:00,2016-04-11T08:36:03+01:00,728
11/04/16,place,IPN,2016-04-11T08:36:18+01:00,2016-04-11T12:26:02+01:00,13784
11/04/16,move,walking,2016-04-11T12:26:02+01:00,2016-04-11T12:41:10+01:00,908
11/04/16,place,DEI,2016-04-11T12:41:11+01:00,2016-04-11T16:49:19+01:00,14888
11/04/16,move,walking,2016-04-11T16:49:19+01:00,2016-04-11T17:02:42+01:00,803
11/04/16,move,transport,2016-04-11T17:02:42+01:00,2016-04-11T17:18:12+01:00,930
11/04/16,move,walking,2016-04-11T17:18:12+01:00,2016-04-11T17:20:14+01:00,122
11/04/16,place,HOME,2016-04-11T17:20:15+01:00,2016-04-11T17:29:53+01:00,578
11/04/16,move,walking,2016-04-11T17:29:53+01:00,2016-04-11T17:32:40+01:00,167
11/04/16,move,transport,2016-04-11T17:32:40+01:00,2016-04-11T17:56:11+01:00,1411
11/04/16,move,walking,2016-04-11T17:56:11+01:00,2016-04-11T18:08:29+01:00,738
11/04/16,place,Place in Portugal,2016-04-11T18:08:29+01:00,2016-04-11T19:06:05+01:00,3456
11/04/16,move,transport,2016-04-11T19:06:05+01:00,2016-04-11T19:25:48+01:00,1183
11/04/16,place,HOME,2016-04-11T19:25:48+01:00,2016-04-12T00:00:00+01:00,16452
12/04/16,place,HOME,2016-04-12T00:00:00+01:00,2016-04-12T08:22:21+01:00,30141
12/04/16,move,transport,2016-04-12T08:22:21+01:00,2016-04-12T08:38:12+01:00,951
12/04/16,move,walking,2016-04-12T08:38:13+01:00,2016-04-12T08:41:20+01:00,187
12/04/16,place,DEI,2016-04-12T08:41:20+01:00,2016-04-12T13:58:41+01:00,19041
12/04/16,move,walking,2016-04-12T13:58:41+01:00,2016-04-12T14:15:50+01:00,1029
12/04/16,place,Place in Pólo II da Universidade de Coimbra - Polo II,2016-04-12T14:15:50+01:00,2016-04-12T14:18:07+01:00,137
12/04/16,move,walking,2016-04-12T14:18:07+01:00,2016-04-12T14:27:15+01:00,548
12/04/16,place,DEI,2016-04-12T14:27:16+01:00,2016-04-12T16:28:39+01:00,7283
12/04/16,move,walking,2016-04-12T16:28:39+01:00,2016-04-12T16:38:09+01:00,570
12/04/16,place,DEI,2016-04-12T16:38:10+01:00,2016-04-12T16:45:10+01:00,420
12/04/16,move,walking,2016-04-12T16:45:10+01:00,2016-04-12T17:06:34+01:00,1284
12/04/16,place,DEI,2016-04-12T17:06:34+01:00,2016-04-12T20:22:02+01:00,11728
12/04/16,move,transport,2016-04-12T20:22:02+01:00,2016-04-12T20:31:05+01:00,543
12/04/16,place,HOME,2016-04-12T20:31:05+01:00,2016-04-13T00:00:00+01:00,12535
13/04/16,place,HOME,2016-04-13T00:00:00+01:00,2016-04-13T08:20:57+01:00,30057
13/04/16,move,transport,2016-04-13T08:20:57+01:00,2016-04-13T08:36:21+01:00,924
13/04/16,place,DEI,2016-04-13T08:36:41+01:00,2016-04-13T10:05:11+01:00,5310
13/04/16,move,transport,2016-04-13T10:05:11+01:00,2016-04-13T10:08:19+01:00,188
13/04/16,place,Continente,2016-04-13T10:08:20+01:00,2016-04-13T10:42:16+01:00,2036
13/04/16,move,transport,2016-04-13T10:42:16+01:00,2016-04-13T10:47:31+01:00,315
13/04/16,move,walking,2016-04-13T10:47:31+01:00,2016-04-13T10:51:01+01:00,210
13/04/16,place,DEI,2016-04-13T10:51:02+01:00,2016-04-13T12:25:41+01:00,5679
13/04/16,move,transport,2016-04-13T12:25:41+01:00,2016-04-13T12:34:08+01:00,507
13/04/16,move,walking,2016-04-13T12:34:09+01:00,2016-04-13T12:42:41+01:00,512
13/04/16,place,Place in Forum Coimbra,2016-04-13T12:42:41+01:00,2016-04-13T12:52:28+01:00,587
13/04/16,move,walking,2016-04-13T12:52:28+01:00,2016-04-13T12:55:57+01:00,209
13/04/16,move,transport,2016-04-13T12:55:58+01:00,2016-04-13T13:05:58+01:00,600
13/04/16,move,walking,2016-04-13T13:05:58+01:00,2016-04-13T13:08:01+01:00,123
13/04/16,place,DEI,2016-04-13T13:08:02+01:00,2016-04-13T15:10:33+01:00,7351
13/04/16,move,walking,2016-04-13T15:10:33+01:00,2016-04-13T15:35:16+01:00,1483
13/04/16,place,DEI,2016-04-13T15:35:16+01:00,2016-04-13T16:05:08+01:00,1792
13/04/16,move,walking,2016-04-13T16:05:08+01:00,2016-04-13T16:10:17+01:00,309
